   735.562012       213.230774    
   735.567017       213.230774    
   735.572021       213.230774    
   735.577026       213.230774    
   735.582031       213.230774    
   735.587036       213.230774    
   735.592041       213.230774    
   735.597046       213.230774    
   735.602051      -213.230774    
   735.607056      -213.230774    
   735.612061      -213.230774    
   735.617065      -213.230774    
   735.622070      -213.230774    
   735.627075      -213.230774    
   735.632080      -213.230774    
   735.637085      -213.230774    
   735.642090      -213.230774    
   735.647095      -213.230774    
   735.652100       213.230774    
   735.657104       213.230774    
   735.662109       213.230774    
   735.667114       213.230774    
   735.672119       213.230774    
   735.677124       213.230774    
   735.682129       213.230774    
   735.687134       213.230774    
   735.692139       213.230774    
   735.697144      -213.230774    
   735.702148      -213.230774    
   735.707153      -213.230774    
   735.712158      -213.230774    
   735.717163      -213.230774    
   735.722168      -213.230774    
   735.727173      -213.230774    
   735.732178      -213.230774    
   735.737183      -213.230774    
   735.742188       213.230774    
   735.747192       213.230774    
   735.752197       213.230774    
   735.757202       213.230774    
   735.762207       213.230774    
   735.767212       213.230774    
   735.772217       213.230774    
   735.777222       213.230774    
   735.782227       213.230774    
   735.787231       213.230774    
   735.792236      -213.230774    
   735.797241      -213.230774    
   735.802246      -213.230774    
   735.807251      -213.230774    
   735.812256      -213.230774    
   735.817261      -213.230774    
   735.822266      -213.230774    
   735.827271      -213.230774    
   735.832275      -213.230774    
   735.837280       213.230774    
   735.842285       213.230774    
   735.847290       213.230774    
   735.852295       213.230774    
   735.857300       213.230774    
   735.862305       213.230774    
   735.867310       213.230774    
   735.872314       213.230774    
   735.877319       213.230774    
   735.882324       213.230774    
   735.887329      -213.230774    
   735.892334      -213.230774    
   735.897339      -213.230774    
   735.902344      -213.230774    
   735.907349      -213.230774    
   735.912354      -213.230774    
   735.917358      -213.230774    
   735.922363      -213.230774    
   735.927368      -213.230774    
   735.932373       213.230774    
   735.937378       213.230774    
   735.942383       213.230774    
   735.947388       213.230774    
   735.952393       213.230774    
   735.957397       213.230774    
   735.962402       213.230774    
   735.967407       213.230774    
   735.972412       213.230774    
   735.977417      -213.230774    
   735.982422      -213.230774    
   735.987427      -213.230774    
   735.992432      -213.230774    
   735.997437      -213.230774    
   736.002441      -213.230774    
   736.007446      -213.230774    
   736.012451      -213.230774    
   736.017456      -213.230774    
   736.022461      -213.230774    
   736.027466       213.230774    
   736.032471       213.230774    
   736.037476       213.230774    
   736.042480       213.230774    
   736.047485       213.230774    
   736.052490       213.230774    
   736.057495       213.230774    
   736.062500       213.230774    
   736.067505       213.230774    
   736.072510      -213.230774    
   736.077515      -213.230774    
   736.082520      -213.230774    
   736.087524      -213.230774    
   736.092529      -213.230774    
   736.097534      -213.230774    
   736.102539      -213.230774    
   736.107544      -213.230774    
   736.112549      -213.230774    
   736.117554       213.230774    
   736.122559       213.230774    
   736.127563       213.230774    
   736.132568       213.230774    
   736.137573       213.230774    
   736.142578       213.230774    
   736.147583       213.230774    
   736.152588       213.230774    
   736.157593       213.230774    
   736.162598       213.230774    
   736.167603      -213.230774    
   736.172607      -213.230774    
   736.177612      -213.230774    
   736.182617      -213.230774    
   736.187622      -213.230774    
   736.192627      -213.230774    
   736.197632      -213.230774    
   736.202637      -213.230774    
   736.207642      -213.230774    
   736.212646       213.230774    
   736.217651       213.230774    
   736.222656       213.230774    
   736.227661       213.230774    
   736.232666       213.230774    
   736.237671       213.230774    
   736.242676       213.230774    
   736.247681       213.230774    
   736.252686       213.230774    
   736.257690       213.230774    
   736.262695      -213.230774    
   736.267700      -213.230774    
   736.272705      -213.230774    
   736.277710      -213.230774    
   736.282715      -213.230774    
   736.287720      -213.230774    
   736.292725      -213.230774    
   736.297729      -213.230774    
   736.302734      -213.230774    
   736.307739       213.230774    
   736.312744       213.230774    
   736.317749       213.230774    
   736.322754       213.230774    
   736.327759       213.230774    
   736.332764       213.230774    
   736.337769       213.230774    
   736.342773       213.230774    
   736.347778       213.230774    
   736.352783      -213.230774    
   736.357788      -213.230774    
   736.362793      -213.230774    
   736.367798      -213.230774    
   736.372803      -213.230774    
   736.377808      -213.230774    
   736.382812      -213.230774    
   736.387817      -213.230774    
   736.392822      -213.230774    
   736.397827      -213.230774    
   736.402832       213.230774    
   736.407837       213.230774    
   736.412842       213.230774    
   736.417847       213.230774    
